Customer_ID,Age,Total_Spent,nb_purchases,recency,avg_basket,cat_Accessories,cat_Clothing,cat_Footwear,cat_Outerwear,Channel,cluster_kmeans,cluster_hc
5139,23,5186.35,59,13,87.9042372881356,0.3559322033898305,0.423728813559322,0.1016949152542373,0.11864406779661017,1,4,3
3314,19,1575.5,18,52,87.52777777777777,0.2222222222222222,0.5555555555555556,0.16666666666666666,0.05555555555555555,0,5,0
4360,18,1436.25,15,38,95.75,0.2,0.6,0.2,0.0,0,5,0
2954,24,2857.35,30,51,95.24499999999999,0.16666666666666666,0.43333333333333335,0.23333333333333334,0.16666666666666666,1,4,4
3943,36,5541.8,63,19,87.96507936507936,0.19047619047619047,0.5555555555555556,0.19047619047619047,0.06349206349206349,1,4,3
5392,21,2733.7,24,46,113.90416666666665,0.25,0.375,0.25,0.125,1,4,4
2598,36,826.08,10,166,82.60799999999999,0.4,0.4,0.2,0.0,0,5,0
3560,18,3231.93,31,18,104.2558064516129,0.22580645161290322,0.45161290322580644,0.2903225806451613,0.03225806451612903,0,4,0
3625,31,1857.15,22,11,84.4159090909091,0.2727272727272727,0.5,0.13636363636363635,0.09090909090909091,0,4,0
4582,49,5104.92,60,15,85.08200000000001,0.23333333333333334,0.5666666666666667,0.13333333333333333,0.06666666666666667,0,4,3
3830,30,1205.7,18,36,66.98333333333333,0.2222222222222222,0.3888888888888889,0.3888888888888889,0.0,1,2,4
3754,33,1810.0,15,21,120.66666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.26666666666666666,0,5,0
3052,18,1511.6,21,10,71.98095238095237,0.23809523809523808,0.6190476190476191,0.09523809523809523,0.047619047619047616,0,5,0
5884,24,1304.3,12,56,108.69166666666666,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.08333333333333333,1,2,4
4734,43,3865.7,46,10,84.03695652173913,0.21739130434782608,0.45652173913043476,0.17391304347826086,0.15217391304347827,1,4,3
3785,18,954.7,12,171,79.55833333333334,0.25,0.5,0.16666666666666666,0.08333333333333333,0,5,0
3536,45,391.85,7,91,55.978571428571435,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,0,5,0
2796,60,2025.85,26,5,77.91730769230769,0.23076923076923078,0.46153846153846156,0.2692307692307692,0.038461538461538464,0,4,0
2282,23,5173.95,50,35,103.479,0.42,0.38,0.14,0.06,1,4,3
2098,26,1982.0,17,34,116.58823529411765,0.29411764705882354,0.4117647058823529,0.11764705882352941,0.17647058823529413,0,5,0
4985,41,511.5,8,37,63.9375,0.375,0.5,0.125,0.0,0,5,0
5961,35,4239.0,27,1,157.0,0.14814814814814814,0.4444444444444444,0.14814814814814814,0.25925925925925924,0,4,0
4914,35,1143.52,14,126,81.67999999999999,0.21428571428571427,0.5,0.21428571428571427,0.07142857142857142,0,5,0
4400,49,6442.83,67,0,96.16164179104477,0.31343283582089554,0.47761194029850745,0.11940298507462686,0.08955223880597014,0,4,3
3581,32,5910.95,72,5,82.09652777777778,0.20833333333333334,0.5972222222222222,0.08333333333333333,0.1111111111111111,0,4,3
3888,54,2070.25,20,6,103.5125,0.2,0.5,0.2,0.1,1,2,4
5943,31,3888.25,48,26,81.00520833333333,0.1875,0.4583333333333333,0.25,0.10416666666666667,1,4,3
5130,28,1368.95,17,34,80.5264705882353,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.058823529411764705,0,5,0
5319,22,213.0,4,66,53.25,0.5,0.25,0.25,0.0,1,2,4
5947,46,1444.9,8,27,180.6125,0.25,0.625,0.0,0.125,1,2,1
2769,26,1119.9,10,170,111.99000000000001,0.2,0.6,0.2,0.0,1,2,4
3868,26,5665.1,62,2,91.37258064516129,0.20967741935483872,0.5161290322580645,0.1774193548387097,0.0967741935483871,1,4,3
4802,40,701.5,8,225,87.6875,0.125,0.5,0.25,0.125,0,5,0
3849,31,1108.85,16,12,69.303125,0.125,0.5,0.25,0.125,1,2,4
4335,35,1413.75,18,1,78.54166666666667,0.16666666666666666,0.5555555555555556,0.2222222222222222,0.05555555555555555,0,5,0
4262,33,603.0,9,27,67.0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.2222222222222222,1,2,4
5847,24,883.0,11,54,80.27272727272727,0.0,0.8181818181818182,0.09090909090909091,0.09090909090909091,0,5,0
3930,26,595.75,9,11,66.19444444444444,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0,5,0
4327,22,404.25,4,226,101.0625,0.5,0.5,0.0,0.0,1,2,4
3569,22,1633.55,14,48,116.68214285714285,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.21428571428571427,0,5,0
4433,46,1329.1,18,9,73.83888888888889,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,1,2,4
3487,46,1482.25,19,8,78.01315789473684,0.15789473684210525,0.47368421052631576,0.15789473684210525,0.21052631578947367,0,5,0
5006,27,2179.75,28,16,77.84821428571429,0.14285714285714285,0.5357142857142857,0.2857142857142857,0.03571428571428571,1,4,4
5315,34,1540.65,20,5,77.0325,0.1,0.6,0.25,0.05,0,5,0
5262,23,4555.5,44,1,103.5340909090909,0.20454545454545456,0.5227272727272727,0.20454545454545456,0.06818181818181818,1,4,3
5511,39,3912.55,48,52,81.51145833333334,0.3333333333333333,0.4583333333333333,0.125,0.08333333333333333,1,4,3
4689,23,2848.75,26,79,109.5673076923077,0.15384615384615385,0.4230769230769231,0.2692307692307692,0.15384615384615385,0,4,0
2268,18,1349.75,12,115,112.47916666666667,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.08333333333333333,0,5,0
3775,26,613.75,7,89,87.67857142857143,0.0,0.7142857142857143,0.2857142857142857,0.0,0,5,0
4162,34,4053.5,52,12,77.95192307692308,0.23076923076923078,0.38461538461538464,0.28846153846153844,0.09615384615384616,0,4,3
2801,35,451.5,6,150,75.25,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,1,2,4
5253,18,1695.0,24,21,70.625,0.20833333333333334,0.5,0.20833333333333334,0.08333333333333333,0,4,0
5779,32,1046.35,15,25,69.75666666666666,0.3333333333333333,0.4666666666666667,0.2,0.0,1,2,4
5427,22,1332.08,9,0,148.0088888888889,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,0,3,0
5622,45,1538.3,13,16,118.33076923076922,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.38461538461538464,0,5,0
5002,27,1648.65,22,39,74.93863636363636,0.3181818181818182,0.36363636363636365,0.22727272727272727,0.09090909090909091,0,5,0
4332,33,2436.0,24,191,101.5,0.125,0.5416666666666666,0.125,0.20833333333333334,1,2,4
4753,31,1732.25,17,4,101.8970588235294,0.17647058823529413,0.47058823529411764,0.11764705882352941,0.23529411764705882,0,5,0
2623,18,3322.58,40,0,83.0645,0.35,0.45,0.15,0.05,0,4,0
4876,25,732.25,7,70,104.60714285714286,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,1,2,4
3470,33,623.0,6,233,103.83333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,1,2,1
4659,37,1000.5,14,0,71.46428571428571,0.21428571428571427,0.5,0.21428571428571427,0.07142857142857142,1,2,4
3242,18,1316.8,14,15,94.05714285714285,0.35714285714285715,0.5,0.07142857142857142,0.07142857142857142,0,5,0
4502,47,2039.95,27,27,75.5537037037037,0.25925925925925924,0.48148148148148145,0.25925925925925924,0.0,0,4,0
4452,27,457.8,7,74,65.4,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0,5,0
2914,52,6979.25,73,2,95.60616438356165,0.273972602739726,0.3835616438356164,0.2328767123287671,0.1095890410958904,0,4,3
2050,37,2765.75,32,23,86.4296875,0.34375,0.40625,0.25,0.0,0,4,0
3111,46,4759.85,53,2,89.80849056603775,0.2830188679245283,0.37735849056603776,0.2641509433962264,0.07547169811320754,1,4,3
3544,36,2635.6,23,9,114.59130434782608,0.30434782608695654,0.391304347826087,0.17391304347826086,0.13043478260869565,0,4,0
3584,38,1136.8,13,1,87.44615384615385,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.0,1,2,4
3524,33,2237.85,25,129,89.514,0.2,0.36,0.28,0.16,0,4,0
3620,18,2484.75,28,2,88.74107142857143,0.14285714285714285,0.5714285714285714,0.17857142857142858,0.10714285714285714,0,4,0
2758,20,1435.0,20,29,71.75,0.1,0.6,0.3,0.0,0,5,0
4938,39,1898.25,15,40,126.55,0.5333333333333333,0.13333333333333333,0.2,0.13333333333333333,0,5,0
5746,33,979.65,12,13,81.6375,0.25,0.3333333333333333,0.25,0.16666666666666666,0,5,0
2842,30,937.45,13,58,72.11153846153846,0.0,0.46153846153846156,0.46153846153846156,0.07692307692307693,0,5,0
2833,35,2256.55,17,5,132.73823529411766,0.058823529411764705,0.35294117647058826,0.4117647058823529,0.17647058823529413,0,4,0
4024,42,590.55,8,39,73.81875,0.25,0.625,0.125,0.0,1,2,1
3077,41,4686.9,52,5,90.1326923076923,0.23076923076923078,0.4423076923076923,0.23076923076923078,0.09615384615384616,1,4,3
4907,40,6351.35,65,4,97.71307692307693,0.23076923076923078,0.47692307692307695,0.16923076923076924,0.12307692307692308,0,4,3
2334,34,1623.5,18,26,90.19444444444444,0.2222222222222222,0.6111111111111112,0.16666666666666666,0.0,0,5,0
2444,53,441.4,7,56,63.05714285714286,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0,5,0
3945,18,2512.45,28,8,89.73035714285713,0.14285714285714285,0.5,0.2857142857142857,0.07142857142857142,0,4,0
2767,41,3836.45,47,5,81.62659574468084,0.2127659574468085,0.46808510638297873,0.23404255319148937,0.0851063829787234,0,4,3
5801,34,4251.2,52,5,81.75384615384615,0.1346153846153846,0.5961538461538461,0.17307692307692307,0.09615384615384616,0,4,3
4549,50,3180.93,35,1,90.88371428571428,0.2857142857142857,0.4857142857142857,0.14285714285714285,0.08571428571428572,1,4,4
4664,48,681.45,11,405,61.95,0.18181818181818182,0.5454545454545454,0.18181818181818182,0.09090909090909091,0,5,1
2877,34,1524.25,20,68,76.2125,0.1,0.55,0.2,0.15,0,5,0
2449,18,948.9,10,62,94.89,0.1,0.6,0.3,0.0,1,2,4
5749,39,2933.9,38,83,77.2078947368421,0.2894736842105263,0.5,0.18421052631578946,0.02631578947368421,0,4,0
3956,30,5145.95,49,21,105.01938775510203,0.24489795918367346,0.3877551020408163,0.24489795918367346,0.12244897959183673,0,4,3
5687,18,288.25,3,341,96.08333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0,5,1
2258,30,1100.2,12,22,91.68333333333334,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0,5,0
2531,35,1649.5,17,69,97.02941176470588,0.29411764705882354,0.35294117647058826,0.29411764705882354,0.058823529411764705,0,5,0
4219,31,2698.0,28,8,96.35714285714286,0.17857142857142858,0.4642857142857143,0.25,0.10714285714285714,0,4,0
4828,41,834.85,11,41,75.89545454545454,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0,1,2,1
3405,33,2074.72,25,92,82.9888,0.36,0.4,0.2,0.04,1,2,4
4228,34,4833.7,51,4,94.77843137254902,0.27450980392156865,0.47058823529411764,0.19607843137254902,0.058823529411764705,1,4,3
3438,42,400.0,5,134,80.0,0.2,0.8,0.0,0.0,0,5,1
5310,38,3163.4,46,5,68.7695652173913,0.17391304347826086,0.4782608695652174,0.2391304347826087,0.10869565217391304,0,4,0
2869,31,1263.86,20,32,63.193000000000005,0.25,0.5,0.25,0.0,1,2,4
2923,24,1858.8,19,2,97.83157894736841,0.21052631578947367,0.5263157894736842,0.10526315789473684,0.15789473684210525,0,5,0
3893,34,1229.2,9,152,136.57777777777778,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222,0,5,0
2708,25,6254.0,70,4,89.34285714285714,0.24285714285714285,0.4,0.21428571428571427,0.14285714285714285,1,4,3
5168,37,226.6,4,69,56.65,0.25,0.5,0.25,0.0,0,5,0
4342,52,1193.0,12,1,99.41666666666667,0.08333333333333333,0.3333333333333333,0.5,0.08333333333333333,1,2,4
2742,36,2768.65,32,5,86.5203125,0.1875,0.46875,0.3125,0.03125,1,4,4
3688,41,1873.2,22,57,85.14545454545454,0.18181818181818182,0.5909090909090909,0.18181818181818182,0.045454545454545456,0,5,0
3889,35,2856.0,29,27,98.48275862068965,0.20689655172413793,0.4482758620689655,0.1724137931034483,0.1724137931034483,1,4,4
4393,38,2969.65,31,53,95.79516129032258,0.0967741935483871,0.5806451612903226,0.16129032258064516,0.16129032258064516,0,4,0
4980,43,909.32,7,41,129.90285714285713,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0,5,0
2634,18,3634.75,40,2,90.86875,0.3,0.375,0.225,0.1,1,4,3
2828,19,28.8,1,754,28.8,1.0,0.0,0.0,0.0,0,0,5
2927,20,620.2,9,62,68.91111111111111,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,1,2,4
4935,38,500.12,8,215,62.515,0.25,0.625,0.0,0.125,1,2,4
5483,36,1520.95,22,125,69.13409090909092,0.18181818181818182,0.4090909090909091,0.3181818181818182,0.09090909090909091,0,5,0
5270,28,796.7,10,38,79.67,0.2,0.5,0.2,0.1,0,5,0
3796,43,3486.82,49,9,71.15959183673469,0.22448979591836735,0.40816326530612246,0.32653061224489793,0.04081632653061224,0,4,3
4130,49,1893.4,24,30,78.89166666666667,0.25,0.5,0.25,0.0,0,4,0
4811,21,442.2,7,27,63.17142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0,5,0
5279,24,705.2,5,211,141.04000000000002,0.4,0.6,0.0,0.0,0,5,0
3270,43,1189.3,12,18,99.10833333333333,0.16666666666666666,0.5,0.3333333333333333,0.0,0,5,0
3070,24,254.0,4,71,63.5,0.25,0.5,0.25,0.0,0,5,0
4211,27,270.75,6,48,45.125,0.16666666666666666,0.8333333333333334,0.0,0.0,0,5,0
5626,21,2304.15,26,14,88.62115384615385,0.11538461538461539,0.5384615384615384,0.2692307692307692,0.07692307692307693,1,4,4
4643,69,3133.8,46,5,68.12608695652175,0.30434782608695654,0.41304347826086957,0.17391304347826086,0.10869565217391304,1,4,4
2239,18,6416.3,62,0,103.48870967741935,0.1935483870967742,0.5806451612903226,0.14516129032258066,0.08064516129032258,1,4,3
3353,19,1098.3,12,3,91.52499999999999,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,0,5,0
5341,30,857.5,6,50,142.91666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0,5,0
2934,29,6759.25,84,15,80.4672619047619,0.23809523809523808,0.4523809523809524,0.2261904761904762,0.08333333333333333,0,4,3
4292,34,1362.25,15,112,90.81666666666666,0.4,0.4666666666666667,0.13333333333333333,0.0,1,2,4
2985,29,916.25,17,4,53.89705882352941,0.35294117647058826,0.47058823529411764,0.11764705882352941,0.058823529411764705,1,2,4
4739,70,790.5,8,117,98.8125,0.0,0.75,0.125,0.125,1,2,1
5059,25,1463.25,12,26,121.9375,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.16666666666666666,0,5,0
3390,39,939.0,10,67,93.9,0.1,0.4,0.2,0.3,0,5,0
4435,43,450.0,3,49,150.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,5,0
5368,34,3404.15,33,17,103.1560606060606,0.24242424242424243,0.3333333333333333,0.18181818181818182,0.24242424242424243,0,4,0
2565,37,1922.0,19,28,101.15789473684211,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.05263157894736842,0,5,0
2717,30,1937.3,23,10,84.2304347826087,0.17391304347826086,0.6086956521739131,0.21739130434782608,0.0,1,2,4
4036,27,4693.7,51,6,92.03333333333333,0.21568627450980393,0.5490196078431373,0.21568627450980393,0.0196078431372549,0,4,3
3645,48,1252.0,13,38,96.3076923076923,0.0,0.7692307692307693,0.07692307692307693,0.15384615384615385,1,2,1
5532,36,1138.25,13,2,87.5576923076923,0.0,0.6153846153846154,0.3076923076923077,0.07692307692307693,1,2,4
4472,20,1477.95,14,8,105.56785714285715,0.0,0.7857142857142857,0.14285714285714285,0.07142857142857142,0,5,0
3655,35,2288.23,26,19,88.00884615384615,0.4230769230769231,0.3076923076923077,0.2692307692307692,0.0,0,4,0
3665,18,1917.25,23,0,83.3586956521739,0.34782608695652173,0.391304347826087,0.17391304347826086,0.08695652173913043,1,2,4
3582,23,2042.05,19,19,107.47631578947369,0.21052631578947367,0.42105263157894735,0.3157894736842105,0.05263157894736842,0,4,0
4043,38,465.25,6,29,77.54166666666667,0.0,0.5,0.3333333333333333,0.16666666666666666,0,5,0
4320,28,212.5,4,146,53.125,0.0,0.75,0.25,0.0,0,5,1
4338,53,826.0,6,69,137.66666666666666,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0,5,0
3574,64,2538.6,27,6,94.02222222222223,0.25925925925925924,0.5925925925925926,0.14814814814814814,0.0,0,4,0
4921,45,4522.15,53,2,85.32358490566037,0.3018867924528302,0.37735849056603776,0.3018867924528302,0.018867924528301886,0,4,3
3036,36,819.35,8,21,102.41875,0.25,0.375,0.375,0.0,0,5,0
4780,51,1582.8,19,2,83.30526315789473,0.05263157894736842,0.631578947368421,0.3157894736842105,0.0,0,5,0
4051,37,2505.1,28,30,89.46785714285714,0.21428571428571427,0.4642857142857143,0.2857142857142857,0.03571428571428571,0,4,0
2953,59,2024.53,24,63,84.35541666666667,0.2916666666666667,0.4583333333333333,0.16666666666666666,0.08333333333333333,0,4,0
3125,26,1575.3,20,6,78.765,0.25,0.35,0.35,0.05,0,5,0
2209,38,868.05,12,49,72.33749999999999,0.25,0.4166666666666667,0.16666666666666666,0.16666666666666666,0,5,0
4498,32,637.5,6,28,106.25,0.16666666666666666,0.8333333333333334,0.0,0.0,1,2,4
4926,50,585.5,5,131,117.1,0.2,0.4,0.4,0.0,1,2,4
2058,34,2065.65,22,48,93.89318181818182,0.13636363636363635,0.6818181818181818,0.18181818181818182,0.0,0,5,0
5666,20,1199.2,19,12,63.11578947368421,0.3684210526315789,0.2631578947368421,0.2631578947368421,0.10526315789473684,0,5,0
4307,38,5259.65,59,11,89.14661016949152,0.1694915254237288,0.5254237288135594,0.2711864406779661,0.03389830508474576,0,4,3
2648,47,768.0,12,1,64.0,0.25,0.5,0.25,0.0,1,2,4
2612,35,1443.0,21,40,68.71428571428571,0.047619047619047616,0.5238095238095238,0.42857142857142855,0.0,0,5,0
5416,34,935.95,11,131,85.08636363636364,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.18181818181818182,0,5,0
2354,37,515.3,11,223,46.845454545454544,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.09090909090909091,1,2,4
4884,33,992.5,10,27,99.25,0.3,0.3,0.4,0.0,1,2,4
3144,35,2226.8,27,21,82.47407407407408,0.2222222222222222,0.5925925925925926,0.1111111111111111,0.07407407407407407,0,4,0
4997,26,2043.0,21,4,97.28571428571429,0.23809523809523808,0.3333333333333333,0.3333333333333333,0.09523809523809523,1,2,4
5165,18,2254.05,22,84,102.45681818181819,0.18181818181818182,0.5454545454545454,0.13636363636363635,0.13636363636363635,0,4,0
2882,26,1418.75,16,3,88.671875,0.1875,0.5625,0.1875,0.0625,1,2,4
4081,39,858.85,13,86,66.06538461538462,0.38461538461538464,0.46153846153846156,0.07692307692307693,0.07692307692307693,0,5,0
4440,21,3808.37,34,3,112.01088235294117,0.23529411764705882,0.4117647058823529,0.2647058823529412,0.08823529411764706,1,4,3
3350,29,2275.72,30,24,75.85733333333333,0.3,0.5333333333333333,0.16666666666666666,0.0,1,4,4
3746,33,1909.6,21,2,90.93333333333332,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0,4,0
5412,26,1576.0,11,52,143.27272727272728,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091,1,2,4
4398,22,6124.18,73,20,83.89287671232877,0.2465753424657534,0.410958904109589,0.2465753424657534,0.0958904109589041,1,4,3
3083,50,730.5,6,161,121.75,0.16666666666666666,0.8333333333333334,0.0,0.0,0,5,1
4652,29,382.4,5,46,76.47999999999999,0.4,0.4,0.2,0.0,0,5,0
2413,39,6687.8,77,2,86.85454545454546,0.19480519480519481,0.45454545454545453,0.19480519480519481,0.15584415584415584,1,4,3
5366,47,143.0,4,436,35.75,0.0,0.5,0.5,0.0,1,2,2
4496,43,1448.15,16,4,90.509375,0.1875,0.5625,0.125,0.125,1,2,4
3691,57,404.75,5,202,80.95,0.0,0.8,0.0,0.2,0,5,1
2555,37,3823.75,29,11,131.85344827586206,0.20689655172413793,0.4482758620689655,0.13793103448275862,0.20689655172413793,0,4,0
2042,42,1496.9,14,12,106.92142857142858,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.14285714285714285,0,5,0
4660,32,1414.5,17,14,83.20588235294117,0.11764705882352941,0.6470588235294118,0.17647058823529413,0.058823529411764705,0,5,0
4843,24,895.5,10,6,89.55,0.1,0.2,0.3,0.4,0,5,0
4137,41,2413.05,22,5,109.68409090909091,0.22727272727272727,0.22727272727272727,0.36363636363636365,0.18181818181818182,0,4,0
2256,35,1394.25,17,46,82.01470588235294,0.058823529411764705,0.6470588235294118,0.23529411764705882,0.058823529411764705,0,5,0
3022,22,1343.15,15,7,89.54333333333334,0.26666666666666666,0.6,0.06666666666666667,0.06666666666666667,0,5,0
2165,44,1592.5,20,12,79.625,0.25,0.55,0.2,0.0,0,5,0
5970,33,1081.0,15,14,72.06666666666666,0.3333333333333333,0.4666666666666667,0.2,0.0,0,5,0
4942,28,2721.9,28,23,97.21071428571429,0.2857142857142857,0.39285714285714285,0.17857142857142858,0.14285714285714285,0,4,0
5744,44,2658.6,33,20,80.56363636363636,0.24242424242424243,0.42424242424242425,0.24242424242424243,0.09090909090909091,1,4,4
4581,39,2069.75,24,68,86.23958333333333,0.20833333333333334,0.5416666666666666,0.25,0.0,0,4,0
5700,60,1285.5,13,74,98.88461538461539,0.15384615384615385,0.6153846153846154,0.23076923076923078,0.0,1,2,4
3160,18,1167.3,13,43,89.79230769230769,0.15384615384615385,0.6923076923076923,0.15384615384615385,0.0,0,5,0
2650,44,6843.87,62,15,110.385,0.25806451612903225,0.3709677419354839,0.25806451612903225,0.11290322580645161,0,4,3
5701,36,1571.62,15,79,104.77466666666666,0.13333333333333333,0.4666666666666667,0.3333333333333333,0.06666666666666667,1,2,4
3686,31,5823.8,58,19,100.41034482758621,0.3275862068965517,0.41379310344827586,0.22413793103448276,0.034482758620689655,1,4,3
