Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel
182,116,2927,2024-07-08,2,51.2,In-Store
183,112,2914,2024-07-08,1,88.0,In-Store
184,101,4935,2024-07-08,1,20.0,In-Store
185,111,5483,2024-07-08,1,76.5,Online
186,119,5270,2024-07-08,1,63.0,Online
187,111,3796,2024-07-08,1,76.5,Online
188,110,4130,2024-07-09,1,51.0,Online
189,109,4811,2024-07-09,1,28.0,Online
190,106,5961,2024-07-09,1,55.0,In-Store
191,110,5279,2024-07-09,2,96.0,Online
192,113,5130,2024-07-09,1,28.0,Online
193,103,3270,2024-07-09,1,25.5,Online
194,103,3070,2024-07-09,1,24.0,Online
195,110,4211,2024-07-09,1,54.0,Online
196,111,5626,2024-07-09,2,153.0,In-Store
197,108,4643,2024-07-09,1,58.5,In-Store
198,101,2239,2024-07-09,1,22.5,In-Store
199,106,2623,2024-07-09,1,49.5,Online
200,118,3353,2024-07-09,2,76.8,Online
201,101,5341,2024-07-09,1,25.0,Online
202,101,2934,2024-07-09,1,22.5,Online
203,102,5549,2024-07-09,2,127.5,Online
204,109,4292,2024-07-09,1,29.75,In-Store
205,113,4400,2024-07-09,4,100.8,Online
206,103,2985,2024-07-10,1,24.0,In-Store
207,101,4739,2024-07-10,1,22.5,In-Store
208,112,5059,2024-07-10,1,110.0,Online
209,102,3390,2024-07-10,1,63.75,Online
210,110,4435,2024-07-10,2,120.0,Online
211,116,5368,2024-07-10,1,27.2,Online
212,113,5310,2024-07-10,2,50.4,Online
213,117,2565,2024-07-10,3,72.0,Online
214,107,2717,2024-07-10,2,72.0,In-Store
215,119,5549,2024-07-10,1,56.0,Online
216,101,4036,2024-07-10,1,21.25,Online
217,101,3645,2024-07-10,2,42.5,In-Store
218,106,5532,2024-07-10,1,49.5,In-Store
219,107,4472,2024-07-10,1,40.5,Online
220,106,3655,2024-07-10,1,49.5,Online
221,112,5875,2024-07-11,1,93.5,Online
222,101,3665,2024-07-11,1,25.0,In-Store
223,103,3524,2024-07-11,3,72.0,Online
224,106,5875,2024-07-11,1,46.75,Online
225,102,4393,2024-07-11,3,180.0,Online
226,107,3582,2024-07-11,1,45.0,Online
227,111,4043,2024-07-11,1,76.5,Online
228,101,4320,2024-07-11,1,22.5,Online
229,108,4338,2024-07-11,1,52.0,Online
230,106,3574,2024-07-11,3,140.25,Online
231,113,2282,2024-07-11,3,84.0,Online
232,111,4921,2024-07-11,1,90.0,Online
233,109,3654,2024-07-11,1,29.75,In-Store
234,111,3036,2024-07-11,3,243.0,Online
235,111,2708,2024-07-11,1,76.5,In-Store
236,110,5315,2024-07-11,1,51.0,In-Store
237,111,4780,2024-07-11,1,76.5,Online
238,106,4051,2024-07-11,2,99.0,Online
239,111,2953,2024-07-11,1,81.0,Online
240,118,3125,2024-07-11,2,81.6,Online
241,107,5511,2024-07-11,2,81.0,In-Store
242,113,2209,2024-07-12,1,22.4,Online
243,103,2020,2024-07-12,1,30.0,Online
244,106,4498,2024-07-12,1,46.75,In-Store
245,105,4926,2024-07-12,1,22.5,In-Store
246,120,2058,2024-07-12,1,150.0,Online
247,101,5666,2024-07-12,1,20.0,Online
248,101,3796,2024-07-12,3,63.75,Online
249,109,4307,2024-07-12,1,35.0,Online
250,103,2860,2024-07-12,1,30.0,In-Store
251,104,4481,2024-07-12,1,102.0,Online
252,102,2648,2024-07-12,1,67.5,In-Store
253,102,2612,2024-07-12,1,63.75,Online
254,111,5416,2024-07-12,1,76.5,Online
255,101,2354,2024-07-12,1,22.5,In-Store
256,103,4884,2024-07-12,1,24.0,In-Store
257,102,3144,2024-07-12,1,60.0,Online
258,101,4997,2024-07-12,1,20.0,In-Store
259,101,5165,2024-07-13,2,40.0,Online
260,119,2882,2024-07-13,1,63.0,In-Store
261,101,4081,2024-07-13,1,21.25,Online
262,106,4440,2024-07-13,2,88.0,In-Store
263,101,3350,2024-07-13,2,45.0,In-Store
264,116,2717,2024-07-13,1,28.8,Online
265,119,3746,2024-07-13,2,119.0,Online
266,107,5412,2024-07-13,1,36.0,In-Store
267,101,4398,2024-07-13,3,60.0,In-Store
268,110,5943,2024-07-13,3,153.0,Online
269,113,3077,2024-07-13,1,25.2,In-Store
270,120,3083,2024-07-13,3,360.0,Online
271,102,2268,2024-07-13,5,318.75,Online
272,116,4652,2024-07-13,1,32.0,Online
273,113,2413,2024-07-13,2,47.6,In-Store
274,103,5366,2024-07-13,1,30.0,In-Store
275,101,4496,2024-07-13,1,21.25,In-Store
276,102,3691,2024-07-13,1,75.0,Online
277,105,2555,2024-07-13,1,20.25,Online
278,112,2042,2024-07-13,1,99.0,Online
279,108,4660,2024-07-13,2,110.5,Online
280,108,3625,2024-07-13,1,58.5,Online
281,114,4843,2024-07-14,1,144.0,Online
282,117,4137,2024-07-14,1,24.0,Online
283,102,2256,2024-07-14,1,63.75,Online
284,101,3142,2024-07-14,2,45.0,Online
285,102,3022,2024-07-14,1,75.0,Online
286,109,2165,2024-07-14,2,63.0,Online
287,103,5970,2024-07-14,2,48.0,Online
288,103,4942,2024-07-14,3,81.0,Online
289,103,3665,2024-07-14,1,25.5,Online
290,105,5744,2024-07-14,1,22.5,In-Store
291,102,4581,2024-07-14,1,60.0,Online
292,108,5700,2024-07-14,1,52.0,In-Store
293,111,3160,2024-07-14,4,324.0,Online
294,101,2650,2024-07-14,1,25.0,Online
295,111,5701,2024-07-14,1,76.5,In-Store
296,106,3686,2024-07-14,2,99.0,In-Store
297,107,3529,2024-07-14,1,36.0,In-Store
298,101,2207,2024-07-14,2,40.0,In-Store
299,113,3631,2024-07-14,2,50.4,Online
300,101,4798,2024-07-14,3,63.75,In-Store
301,102,5139,2024-07-14,1,67.5,Online
302,105,2440,2024-07-14,1,18.0,Online
303,103,2320,2024-07-15,2,54.0,In-Store
304,112,5539,2024-07-15,2,176.0,Online
305,102,4967,2024-07-15,2,135.0,Online
306,117,3030,2024-07-15,2,40.8,In-Store
307,119,3510,2024-07-15,1,70.0,In-Store
308,101,5276,2024-07-15,1,25.0,Online
309,109,5130,2024-07-15,4,140.0,Online
310,119,2249,2024-07-15,2,112.0,In-Store
311,104,4412,2024-07-15,3,306.0,Online
312,101,5840,2024-07-15,5,125.0,In-Store
313,108,2680,2024-07-15,2,117.0,Online
314,113,3620,2024-07-15,1,28.0,Online
315,116,2240,2024-07-15,1,27.2,Online
316,117,4276,2024-07-16,1,19.2,Online
317,101,5849,2024-07-16,1,25.0,Online
318,109,2301,2024-07-16,1,35.0,Online
319,113,5315,2024-07-16,1,22.4,Online
320,111,5744,2024-07-16,1,90.0,In-Store
321,106,2087,2024-07-16,1,49.5,Online
322,105,2050,2024-07-16,1,18.0,In-Store
323,102,5549,2024-07-16,1,75.0,Online
324,102,2612,2024-07-16,1,63.75,Online
325,114,5130,2024-07-16,2,288.0,Online
326,120,3052,2024-07-16,1,135.0,Online
327,101,3591,2024-07-16,1,22.5,Online
328,107,2531,2024-07-16,2,90.0,Online
329,113,4052,2024-07-16,1,23.8,In-Store
330,109,3385,2024-07-16,2,70.0,In-Store
331,118,3665,2024-07-16,4,192.0,In-Store
332,101,4036,2024-07-16,1,21.25,In-Store
333,105,4921,2024-07-16,2,45.0,Online
334,106,5090,2024-07-16,2,99.0,Online
335,102,4385,2024-07-17,2,120.0,Online
336,101,5559,2024-07-17,2,45.0,In-Store
337,107,2757,2024-07-17,2,81.0,In-Store
338,110,5611,2024-07-17,2,102.0,In-Store
339,105,3247,2024-07-17,3,60.75,In-Store
340,102,5542,2024-07-17,2,120.0,Online
341,106,3563,2024-07-17,3,148.5,In-Store
342,103,4549,2024-07-17,3,72.0,In-Store
343,106,2289,2024-07-17,1,49.5,In-Store
344,115,3047,2024-07-17,1,85.0,In-Store
345,116,3308,2024-07-17,1,32.0,Online
346,107,2872,2024-07-17,3,121.5,In-Store
347,101,2985,2024-07-17,2,50.0,In-Store
348,103,4131,2024-07-17,1,30.0,In-Store
349,108,5750,2024-07-17,1,55.25,In-Store
350,109,2527,2024-07-17,2,70.0,In-Store
351,110,3054,2024-07-18,1,48.0,Online
352,107,2618,2024-07-18,1,36.0,In-Store
353,105,5692,2024-07-18,2,45.0,Online
354,108,4582,2024-07-18,1,58.5,Online
355,101,4689,2024-07-18,1,20.0,In-Store
356,107,5934,2024-07-18,1,36.0,In-Store
357,101,2767,2024-07-18,5,100.0,Online
358,101,5108,2024-07-18,2,50.0,Online
359,107,5381,2024-07-18,2,72.0,In-Store
360,109,3270,2024-07-18,1,35.0,Online
361,105,2862,2024-07-18,4,72.0,Online
362,103,5727,2024-07-18,2,48.0,Online
363,106,4582,2024-07-18,2,110.0,Online
364,105,5942,2024-07-18,2,38.25,In-Store
365,106,2709,2024-07-18,1,49.5,Online
366,107,5436,2024-07-19,1,38.25,Online
367,109,4016,2024-07-19,1,28.0,Online
368,117,5666,2024-07-19,1,20.4,Online
369,110,4734,2024-07-19,3,180.0,In-Store
370,110,3315,2024-07-19,1,51.0,Online
371,105,5550,2024-07-19,2,38.25,Online
372,105,5635,2024-07-19,3,57.38,Online
373,111,5835,2024-07-19,1,72.0,Online
374,111,4645,2024-07-19,1,81.0,Online
375,106,2932,2024-07-19,1,55.0,In-Store
376,117,5427,2024-07-19,2,43.2,Online
377,101,4372,2024-07-19,4,85.0,Online
378,102,2109,2024-07-19,2,150.0,Online
379,111,3868,2024-07-19,1,72.0,Online
380,103,2709,2024-07-19,1,24.0,Online
381,104,4907,2024-07-19,1,108.0,Online
382,117,2922,2024-07-19,1,21.6,Online
383,109,4921,2024-07-19,1,35.0,Online
384,118,3956,2024-07-19,1,48.0,Online
385,112,4444,2024-07-19,2,176.0,In-Store
386,101,3375,2024-07-20,1,25.0,In-Store
387,107,4645,2024-07-20,3,135.0,In-Store
388,103,2791,2024-07-20,2,54.0,In-Store
389,101,4766,2024-07-20,1,21.25,In-Store
390,105,5539,2024-07-20,1,18.0,In-Store
391,112,2165,2024-07-20,1,93.5,Online
392,118,4628,2024-07-20,2,81.6,Online
393,117,3077,2024-07-20,2,43.2,In-Store
394,103,3044,2024-07-20,1,30.0,Online
395,113,4421,2024-07-20,2,47.6,Online
396,112,3047,2024-07-20,2,220.0,Online
397,103,3540,2024-07-20,1,27.0,Online
398,109,3846,2024-07-20,2,70.0,Online
399,118,5388,2024-07-20,1,43.2,Online
400,101,4921,2024-07-20,1,20.0,In-Store
401,118,3560,2024-07-20,1,38.4,Online
402,102,2816,2024-07-20,1,63.75,Online
403,102,2891,2024-07-20,4,300.0,Online
404,112,4781,2024-07-20,1,93.5,Online
405,103,5333,2024-07-20,1,25.5,Online
406,103,4905,2024-07-20,3,72.0,Online
407,106,2254,2024-07-21,1,49.5,In-Store
408,105,2239,2024-07-21,1,22.5,Online
409,112,5575,2024-07-21,1,88.0,In-Store
410,112,4228,2024-07-21,4,396.0,In-Store
411,106,3111,2024-07-21,1,49.5,Online
412,109,2805,2024-07-21,1,28.0,Online
413,113,4725,2024-07-21,1,25.2,In-Store
414,110,3216,2024-07-21,3,180.0,In-Store
415,106,5776,2024-07-21,1,46.75,Online
416,109,5509,2024-07-21,1,28.0,In-Store
417,106,4960,2024-07-21,1,46.75,In-Store
418,113,5511,2024-07-21,3,71.4,In-Store
419,111,5900,2024-07-21,1,81.0,Online
420,106,3219,2024-07-21,1,46.75,In-Store
421,106,5520,2024-07-21,1,49.5,In-Store
422,102,5908,2024-07-21,1,63.75,In-Store
423,106,3047,2024-07-21,3,148.5,In-Store
424,109,4907,2024-07-21,1,31.5,In-Store
425,111,2313,2024-07-21,3,216.0,Online
426,116,5959,2024-07-21,2,57.6,Online
427,101,2233,2024-07-21,1,20.0,In-Store
428,116,4455,2024-07-21,2,57.6,Online
429,101,3894,2024-07-21,1,25.0,Online
430,103,4279,2024-07-21,2,60.0,Online
431,106,3066,2024-07-22,1,55.0,Online
432,101,4401,2024-07-22,2,45.0,In-Store
433,116,2805,2024-07-22,2,57.6,Online
434,107,5296,2024-07-22,4,153.0,Online
435,111,4438,2024-07-22,2,144.0,In-Store
436,101,4412,2024-07-22,1,22.5,Online
437,107,5979,2024-07-22,3,121.5,In-Store
438,119,3436,2024-07-22,1,56.0,In-Store
439,111,4780,2024-07-22,1,81.0,In-Store
440,116,4051,2024-07-22,2,51.2,In-Store
441,102,3770,2024-07-22,1,63.75,Online
442,102,3911,2024-07-22,4,255.0,In-Store
443,111,4604,2024-07-22,1,76.5,Online
444,108,2881,2024-07-22,3,195.0,In-Store
445,101,5523,2024-07-22,1,21.25,In-Store
446,111,5380,2024-07-22,1,81.0,In-Store
447,103,2351,2024-07-22,2,54.0,In-Store
448,108,5624,2024-07-22,1,55.25,Online
449,106,2380,2024-07-23,1,49.5,Online
450,105,2049,2024-07-23,1,22.5,Online
451,101,5589,2024-07-23,1,25.0,Online
452,110,3424,2024-07-23,1,60.0,Online
453,119,5640,2024-07-23,2,140.0,In-Store
454,102,3054,2024-07-23,1,67.5,Online
455,115,5748,2024-07-23,1,76.5,In-Store
456,117,3581,2024-07-23,3,72.0,Online
457,117,5835,2024-07-23,1,24.0,In-Store
458,117,2396,2024-07-23,3,61.2,In-Store
459,103,5139,2024-07-23,1,24.0,In-Store
460,117,2301,2024-07-23,1,20.4,In-Store
461,101,4825,2024-07-23,1,25.0,In-Store
462,117,2708,2024-07-23,1,24.0,Online
463,111,4335,2024-07-24,1,72.0,Online
464,103,2680,2024-07-24,1,27.0,In-Store
465,118,5182,2024-07-24,3,122.4,Online
466,104,3754,2024-07-24,2,240.0,In-Store
467,105,3165,2024-07-24,1,22.5,Online
468,108,5073,2024-07-24,4,260.0,Online
469,103,4440,2024-07-24,2,48.0,Online
470,107,4481,2024-07-24,1,38.25,In-Store
471,101,5927,2024-07-24,1,22.5,Online
472,115,3939,2024-07-24,1,68.0,In-Store
473,102,3951,2024-07-24,1,60.0,Online
474,114,5900,2024-07-24,1,144.0,Online
475,105,4801,2024-07-24,1,22.5,In-Store
476,116,4980,2024-07-24,1,27.2,In-Store
477,108,3419,2024-07-24,2,104.0,In-Store
478,105,4942,2024-07-24,1,20.25,In-Store
479,103,4019,2024-07-24,5,120.0,In-Store
480,102,4379,2024-07-25,2,150.0,In-Store
481,106,5746,2024-07-25,1,46.75,Online
482,102,4643,2024-07-25,2,135.0,In-Store
483,105,2121,2024-07-25,1,18.0,Online
484,103,2901,2024-07-25,1,30.0,In-Store
485,102,4087,2024-07-25,1,75.0,In-Store
486,101,4433,2024-07-25,2,45.0,In-Store
487,105,2200,2024-07-25,1,18.0,Online
488,107,3167,2024-07-25,2,76.5,In-Store
489,117,3502,2024-07-25,1,20.4,Online
490,103,5582,2024-07-25,1,25.5,In-Store
491,102,4798,2024-07-25,3,180.0,Online
492,120,2862,2024-07-25,1,135.0,Online
493,102,5549,2024-07-25,2,150.0,In-Store
494,107,4198,2024-07-25,1,36.0,In-Store
495,101,2313,2024-07-25,2,50.0,In-Store
496,105,2682,2024-07-25,2,45.0,Online
497,107,5102,2024-07-25,2,90.0,Online
498,103,5261,2024-07-25,4,102.0,Online
499,101,5738,2024-07-25,1,25.0,Online
500,101,4244,2024-07-25,1,20.0,Online
501,107,5262,2024-07-25,1,40.5,In-Store
502,114,5139,2024-07-25,1,153.0,Online
503,106,2917,2024-07-25,1,46.75,Online
504,101,2015,2024-07-25,4,100.0,In-Store
505,114,3796,2024-07-26,1,144.0,Online
506,115,5111,2024-07-26,1,85.0,Online
507,106,4242,2024-07-26,1,55.0,Online
508,105,4081,2024-07-26,2,38.25,In-Store
509,116,2396,2024-07-26,3,86.4,Online
510,117,2682,2024-07-26,3,57.6,In-Store
511,113,4311,2024-07-26,1,25.2,Online
512,107,2816,2024-07-26,2,72.0,In-Store
513,101,4734,2024-07-26,1,25.0,Online
514,105,5108,2024-07-26,4,76.5,Online
515,101,4985,2024-07-26,2,45.0,Online
516,109,3529,2024-07-26,1,31.5,Online
517,106,5738,2024-07-26,1,49.5,Online
518,120,5318,2024-07-26,2,300.0,Online
519,108,5509,2024-07-26,2,130.0,In-Store
520,106,2413,2024-07-26,1,55.0,Online
521,102,4218,2024-07-26,2,127.5,Online
522,117,3767,2024-07-26,3,72.0,Online
523,116,2049,2024-07-26,1,32.0,Online
524,117,4978,2024-07-26,2,48.0,Online
525,112,5905,2024-07-26,2,176.0,Online
526,114,5371,2024-07-26,2,288.0,In-Store
527,105,2583,2024-07-26,1,18.0,In-Store
528,105,3977,2024-07-26,2,45.0,Online
529,103,2831,2024-07-26,1,27.0,Online
530,101,2986,2024-07-27,1,25.0,Online
531,106,3709,2024-07-27,5,247.5,In-Store
532,112,4089,2024-07-27,2,176.0,In-Store
533,107,2816,2024-07-27,3,135.0,In-Store
534,103,4691,2024-07-27,1,30.0,In-Store
535,102,3456,2024-07-27,1,60.0,In-Store
536,109,2442,2024-07-27,3,105.0,Online
537,106,2934,2024-07-27,2,110.0,Online
538,118,4695,2024-07-27,1,38.4,Online
539,108,2547,2024-07-27,4,260.0,In-Store
540,101,5100,2024-07-27,1,25.0,In-Store
541,105,5692,2024-07-27,4,81.0,In-Store
542,116,4645,2024-07-27,1,28.8,Online
543,105,3456,2024-07-27,4,72.0,In-Store
544,118,4607,2024-07-27,1,38.4,In-Store
545,109,3405,2024-07-27,1,31.5,In-Store
546,106,2659,2024-07-27,2,110.0,Online
547,107,4643,2024-07-27,2,81.0,Online
548,101,2569,2024-07-27,1,20.0,In-Store
549,109,2498,2024-07-27,1,29.75,In-Store
550,101,3098,2024-07-27,1,20.0,Online
551,119,5534,2024-07-27,1,56.0,Online
552,107,4939,2024-07-27,4,144.0,In-Store
553,101,4852,2024-07-27,2,40.0,In-Store
554,112,4780,2024-07-27,1,99.0,Online
555,111,3686,2024-07-27,1,90.0,In-Store
556,102,3410,2024-07-27,1,75.0,Online
557,108,2266,2024-07-27,3,156.0,In-Store
558,116,4081,2024-07-27,1,25.6,In-Store
559,111,4212,2024-07-27,1,76.5,Online
560,101,4400,2024-07-28,1,22.5,Online
561,101,2560,2024-07-28,1,22.5,Online
562,109,2239,2024-07-28,2,70.0,In-Store
563,117,5511,2024-07-28,1,20.4,In-Store
564,120,4938,2024-07-28,3,450.0,In-Store
565,116,5776,2024-07-28,2,51.2,Online
566,106,5755,2024-07-28,1,46.75,In-Store
567,110,4773,2024-07-28,2,96.0,Online
568,117,4026,2024-07-28,4,86.4,In-Store
569,108,5692,2024-07-28,1,58.5,Online
570,116,2560,2024-07-28,1,27.2,In-Store
571,102,4324,2024-07-28,1,67.5,Online
572,117,5310,2024-07-28,1,20.4,Online
573,119,5505,2024-07-28,2,119.0,Online
574,101,4629,2024-07-28,2,45.0,In-Store
575,102,4161,2024-07-28,4,255.0,Online
576,102,2116,2024-07-28,3,225.0,Online
577,102,4392,2024-07-28,2,127.5,In-Store
578,101,4991,2024-07-28,1,20.0,Online
579,111,3181,2024-07-28,1,90.0,Online
580,107,2026,2024-07-28,1,40.5,Online
581,109,3912,2024-07-28,1,35.0,Online
582,105,3228,2024-07-29,1,22.5,Online
583,106,5098,2024-07-29,1,55.0,In-Store
584,103,5779,2024-07-29,1,30.0,Online
585,111,3424,2024-07-29,2,180.0,Online
