Customer_ID,Churn,CLV,Age,Gender_Male,Tenure_Days,Recency,Frequency,Monetary,AOV,Pct_Online,N_Categories,N_Products,Avg_Basket_Qty,Avg_Discount,Avg_Days_Between,Share_Accessories,Share_Clothing,Share_Footwear,Share_Outerwear
3528,0,1065.25,56,1,537,30.0,7,722.25,103.17857142857143,0.7142857142857143,4,7,1.2857142857142858,0.08571428571428572,51.833333333333336,0.2284527518172378,0.14849428868120457,0.04153686396677051,0.5815160955347871
5839,0,160.0,26,1,774,162.0,2,169.75,84.875,0.5,2,2,1.5,0.07500000000000001,80.0,0.8247422680412371,0.17525773195876287,0.0,0.0
5502,0,498.5,45,1,650,86.0,4,775.0,193.75,0.5,3,4,2.0,0.04999999999999999,37.333333333333336,0.08129032258064516,0.0,0.5006451612903225,0.4180645161290323
3245,0,462.0,36,1,636,25.0,7,553.5,79.07142857142857,0.8571428571428571,4,7,1.1428571428571428,0.0,56.166666666666664,0.2140921409214092,0.14453477868112014,0.16260162601626016,0.4787714543812105
2726,1,0.0,41,0,650,98.0,2,438.0,219.0,0.5,2,2,1.5,0.09999999999999998,154.0,0.3424657534246575,0.0,0.0,0.6575342465753424
2606,0,382.09999999999997,27,0,821,144.0,4,364.5,91.125,0.75,2,3,2.5,0.0625,29.333333333333332,0.0,0.5185185185185185,0.48148148148148145,0.0
4863,0,780.75,44,0,265,137.0,7,513.5,73.35714285714286,1.0,3,5,1.8571428571428572,0.05714285714285715,16.166666666666668,0.36806231742940604,0.4040895813047712,0.22784810126582278,0.0
3524,0,490.35,33,0,725,6.0,19,1747.5,91.97368421052632,0.6842105263157895,4,12,1.631578947368421,0.05789473684210527,21.333333333333332,0.17882689556509299,0.16909871244635194,0.25178826895565093,0.4002861230329042
5656,0,73.8,25,0,236,200.0,1,40.0,40.0,1.0,1,1,2.0,0.19999999999999996,200.0,0.0,1.0,0.0,0.0
2555,0,1548.85,37,0,550,27.0,18,2274.9,126.38333333333334,0.7777777777777778,4,13,1.7777777777777777,0.03333333333333333,20.941176470588236,0.3304540858938854,0.2755066156754143,0.07754186997230647,0.31649742845839374
5260,0,305.0,44,1,348,10.0,5,504.5,100.9,0.6,2,5,2.2,0.030000000000000006,84.25,0.0,0.7621407333994054,0.0,0.23785926660059464
5881,0,92.25,18,1,314,183.0,4,160.5,40.125,0.25,1,3,1.0,0.07499999999999998,42.333333333333336,0.0,1.0,0.0,0.0
4132,0,1066.25,38,0,185,15.0,6,573.0,95.5,0.8333333333333334,3,4,2.1666666666666665,0.0,24.8,0.2931937172774869,0.2356020942408377,0.4712041884816754,0.0
4016,0,733.9,53,0,692,36.0,5,719.0,143.8,0.8,2,5,2.0,0.09,85.25,0.0,0.5493741307371349,0.0,0.4506258692628651
5126,0,1664.0,39,0,745,44.0,18,1298.6,72.14444444444445,0.7777777777777778,3,13,1.6666666666666667,0.04722222222222222,16.647058823529413,0.40455105498228866,0.29628060988757127,0.2991683351301402,0.0
3870,0,90.0,18,1,516,202.0,3,254.0,84.66666666666667,0.6666666666666666,3,3,1.6666666666666667,0.033333333333333326,55.5,0.08858267716535433,0.47834645669291337,0.4330708661417323,0.0
2129,0,19.2,39,0,871,22.0,3,245.25,81.75,0.6666666666666666,2,2,1.3333333333333333,0.033333333333333326,162.0,0.08256880733944955,0.9174311926605505,0.0,0.0
4694,0,390.0,33,0,711,60.0,3,345.0,115.0,1.0,1,2,2.3333333333333335,0.0,139.5,0.0,1.0,0.0,0.0
2071,0,1000.4,43,0,775,5.0,9,1013.0,112.55555555555556,0.7777777777777778,4,5,2.2222222222222223,0.03888888888888889,45.25,0.06663376110562685,0.44175715695952616,0.37314906219151034,0.11846001974333663
5119,1,0.0,33,1,383,45.0,2,351.25,175.625,1.0,2,2,2.0,0.07500000000000001,53.0,0.0,0.060498220640569395,0.9395017793594306,0.0
2734,0,471.0,35,1,895,173.0,3,284.12,94.70666666666666,0.6666666666666666,2,3,2.0,0.05007407407407405,72.0,0.06729550893988456,0.9327044910601154,0.0,0.0
3622,0,1062.0,25,1,341,16.0,9,542.0,60.22222222222222,0.5555555555555556,3,7,1.3333333333333333,0.061111111111111116,37.75,0.0,0.6614391143911439,0.21309963099630996,0.12546125461254612
4469,0,69.0,45,0,439,242.0,2,402.0,201.0,0.5,1,2,1.5,0.04999999999999999,36.0,0.0,0.0,0.0,1.0
4691,1,0.0,36,1,637,1.0,5,283.0,56.6,0.6,3,4,1.0,0.0,92.0,0.1696113074204947,0.22968197879858657,0.6007067137809188,0.0
4606,0,696.0,65,0,496,67.0,4,479.0,119.75,0.75,3,3,1.75,0.0,100.0,0.1336116910229645,0.407098121085595,0.4592901878914405,0.0
3362,0,422.1,25,0,826,57.0,1,96.0,96.0,0.0,1,1,4.0,0.0,57.0,1.0,0.0,0.0,0.0
3056,0,1233.5,24,0,576,42.0,5,922.3,184.45999999999998,0.8,4,5,2.6,0.06999999999999999,78.5,0.05204380353464166,0.33665835411471323,0.02580505258592649,0.5854927897647186
3724,0,2883.62,40,1,209,8.0,14,1219.25,87.08928571428571,0.6428571428571429,3,8,1.7857142857142858,0.03929629629629628,14.307692307692308,0.22083247898298133,0.70535165060488,0.0738158704121386,0.0
3520,0,727.38,28,0,765,61.0,4,260.0,65.0,0.5,2,4,1.5,0.0,97.33333333333333,0.0,0.8846153846153846,0.11538461538461539,0.0
5325,0,388.0,35,0,664,367.0,1,55.0,55.0,1.0,1,1,1.0,0.0,367.0,0.0,1.0,0.0,0.0
5985,0,166.8,39,0,481,188.0,1,144.5,144.5,0.0,1,1,2.0,0.15000000000000002,188.0,0.0,0.0,0.0,1.0
3216,0,85.5,29,1,594,22.0,4,284.0,71.0,0.5,1,3,1.75,0.037500000000000006,117.66666666666667,0.0,1.0,0.0,0.0
4164,0,392.0,18,0,764,5.0,4,824.0,206.0,0.75,3,4,2.0,0.024999999999999994,48.666666666666664,0.05825242718446602,0.0,0.35194174757281554,0.5898058252427184
4326,0,179.5,26,1,282,20.0,2,345.0,172.5,0.5,2,2,2.5,0.0,86.0,0.0,0.30434782608695654,0.0,0.6956521739130435
2909,0,984.0,19,0,360,2.0,10,783.95,78.39500000000001,0.7,3,7,1.6,0.09999999999999999,34.666666666666664,0.20084189042668535,0.5389374322341985,0.0,0.260220677339116
4340,0,586.35,50,0,895,38.0,3,177.1,59.03333333333333,0.6666666666666666,3,3,1.0,0.11666666666666665,160.0,0.14455110107284022,0.42348955392433657,0.4319593450028233,0.0
4482,0,573.0,37,0,138,0.0,1,30.0,30.0,1.0,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2694,0,93.8,29,0,912,30.0,4,308.0,77.0,0.75,3,3,1.5,0.125,72.0,0.1038961038961039,0.1461038961038961,0.75,0.0
5842,0,961.0,18,0,359,0.0,8,549.25,68.65625,0.75,4,6,1.75,0.08125,46.285714285714285,0.11470186618115612,0.5029585798816568,0.16385980883022302,0.21847974510696405
5798,0,956.6,20,0,752,15.0,9,845.0,93.88888888888889,0.6666666666666666,4,8,1.3333333333333333,0.027777777777777776,43.0,0.2331360946745562,0.04792899408284024,0.19230769230769232,0.5266272189349113
5831,0,636.5,44,1,64,33.0,2,135.5,67.75,1.0,2,2,1.5,0.07500000000000001,31.0,0.0,0.8118081180811808,0.1881918819188192,0.0
2737,0,379.0,57,1,847,11.0,4,223.0,55.75,1.0,3,4,1.0,0.04999999999999999,110.66666666666667,0.21524663677130046,0.24663677130044842,0.0,0.5381165919282511
5090,0,1060.8,32,0,659,43.0,11,1090.25,99.11363636363636,0.7272727272727273,4,9,1.6363636363636365,0.049999999999999996,33.7,0.07337766567301078,0.2689750057326301,0.4072460444852098,0.2504012841091493
5310,0,2063.1,38,1,522,2.0,18,1100.3,61.12777777777777,0.7222222222222222,4,11,1.3888888888888888,0.03611111111111111,22.764705882352942,0.018540398073252747,0.8147777878760338,0.08943015541216033,0.07725165863855313
3765,0,1042.0,24,1,816,141.0,5,505.5,101.1,0.8,3,5,1.8,0.06999999999999999,50.5,0.0,0.19782393669634027,0.4826904055390702,0.31948565776458954
4203,0,1529.95,38,0,94,35.0,4,277.7,69.425,0.5,2,4,1.25,0.04999999999999999,17.333333333333332,0.0,0.5131436802304645,0.4868563197695355,0.0
5755,0,76.8,55,1,601,64.0,5,325.05,65.01,0.4,2,5,1.8,0.06999999999999999,76.0,0.0,0.6898938624826949,0.31010613751730504,0.0
5846,0,110.0,38,1,329,90.0,1,81.0,81.0,1.0,1,1,1.0,0.09999999999999998,90.0,0.0,0.0,1.0,0.0
3120,0,208.0,33,1,819,62.0,4,140.3,35.075,1.0,2,3,1.25,0.1,62.333333333333336,0.0,0.8303635067712045,0.16963649322879543,0.0
4959,0,60.0,30,1,572,96.0,3,340.0,113.33333333333333,1.0,1,2,2.0,0.0,38.0,0.0,1.0,0.0,0.0
2255,0,935.5,49,0,543,33.0,9,1419.0,157.66666666666666,0.6666666666666666,4,6,2.0,0.049999999999999996,37.5,0.012684989429175475,0.04580690627202255,0.5313601127554616,0.41014799154334036
5711,0,266.35,57,1,413,37.0,7,562.0,80.28571428571429,0.42857142857142855,3,7,1.5714285714285714,0.07857142857142856,38.0,0.0400355871886121,0.6298932384341637,0.3300711743772242,0.0
4604,0,188.5,39,1,525,26.0,2,336.5,168.25,0.5,2,2,2.5,0.07500000000000001,348.0,0.0,0.7726597325408618,0.22734026745913818,0.0
3261,0,1381.7,29,0,701,17.0,15,1201.4,80.09333333333333,0.5333333333333333,4,13,1.3333333333333333,0.046666666666666676,22.428571428571427,0.10362909938405193,0.5297985683369402,0.22423838854669548,0.14233394373231228
5953,0,52.2,43,1,205,24.0,1,35.0,35.0,1.0,1,1,1.0,0.0,24.0,0.0,1.0,0.0,0.0
4369,0,2288.45,33,1,894,15.0,14,1208.35,86.31071428571428,0.8571428571428571,4,10,1.5,0.05357142857142856,27.076923076923077,0.36049157942649074,0.34075392063557747,0.22841064261182606,0.07034385732610585
4756,0,115.0,35,1,405,60.0,11,744.4,67.67272727272727,0.6363636363636364,4,9,1.4545454545454546,0.07727272727272727,29.9,0.18860827512090275,0.2219908651262762,0.08060182697474476,0.5087990327780764
4357,0,329.5,39,1,525,244.0,1,91.0,91.0,0.0,1,1,2.0,0.30000000000000004,244.0,0.0,1.0,0.0,0.0
3060,0,1932.75,20,0,372,48.0,13,1102.7,84.82307692307693,0.6153846153846154,4,11,1.5384615384615385,0.06538461538461537,25.666666666666668,0.10156887639430488,0.580847011879931,0.15434841752063116,0.16323569420513284
4136,0,616.25,18,0,669,40.0,3,237.5,79.16666666666667,1.0,3,3,2.3333333333333335,0.0,117.0,0.47368421052631576,0.14736842105263157,0.37894736842105264,0.0
4211,0,130.0,27,1,447,47.0,4,140.75,35.1875,0.75,1,3,1.0,0.0875,113.33333333333333,0.0,1.0,0.0,0.0
4654,0,2266.95,29,1,151,27.0,8,428.5,53.5625,0.625,3,7,1.375,0.03749999999999999,11.0,0.6277712952158693,0.17386231038506417,0.0,0.1983663943990665
4910,0,521.7,34,0,736,76.0,10,1083.85,108.38499999999999,0.7,3,8,1.7,0.05,27.77777777777778,0.06306223185865202,0.3187710476541957,0.0,0.6181667204871524
3610,0,728.5,21,0,299,30.0,4,339.0,84.75,0.75,2,4,1.75,0.0875,80.33333333333333,0.5398230088495575,0.46017699115044247,0.0,0.0
3339,0,624.2,18,1,245,25.0,11,870.9,79.17272727272727,0.8181818181818182,4,10,1.5454545454545454,0.027272727272727268,17.9,0.16132736249856472,0.5172809737053623,0.05787116775749225,0.2635204960385808
4836,0,246.0,36,1,663,83.0,5,636.5,127.3,1.0,4,5,1.8,0.05,69.75,0.20031421838177532,0.2827965435978005,0.2498036135113904,0.2670856245090338
2258,0,420.65,30,0,530,8.0,7,679.55,97.07857142857142,1.0,4,7,1.5714285714285714,0.042857142857142864,63.5,0.1412699580604812,0.16150393642851887,0.5206386579353984,0.17658744757560152
5273,0,611.5,42,0,338,0.0,12,966.2,80.51666666666667,0.8333333333333334,3,9,1.5833333333333333,0.05416666666666666,30.181818181818183,0.08445456427240736,0.4020906644587042,0.5134547712688884,0.0
4658,0,491.0,53,0,546,9.0,3,470.0,156.66666666666666,0.3333333333333333,1,2,2.6666666666666665,0.0,33.0,0.0,1.0,0.0,0.0
4523,0,1643.6,42,0,880,23.0,13,1464.5,112.65384615384616,0.6923076923076923,4,8,1.6153846153846154,0.0423076923076923,26.75,0.4226698531922158,0.07340389211334927,0.03687265278251963,0.4670536019119153
5640,0,323.0,24,0,715,68.0,2,500.0,250.0,0.5,2,2,3.0,0.0,305.0,0.28,0.0,0.72,0.0
5669,0,370.0,60,1,609,8.0,3,196.4,65.46666666666667,1.0,2,2,1.3333333333333333,0.05000000000000001,108.5,0.439918533604888,0.0,0.560081466395112,0.0
2782,1,0.0,26,0,542,269.0,1,60.0,60.0,1.0,1,1,1.0,0.0,269.0,0.0,1.0,0.0,0.0
5313,0,424.6,46,0,779,40.0,3,196.3,65.43333333333334,1.0,2,3,1.6666666666666667,0.0666666666666667,153.0,0.3097300050942435,0.6902699949057565,0.0,0.0
2688,0,1234.0,30,0,132,21.0,3,341.0,113.66666666666667,0.6666666666666666,3,3,2.0,0.0,35.5,0.0,0.4838709677419355,0.16422287390029325,0.3519061583577713
5617,0,368.0,20,1,644,52.0,4,438.0,109.5,0.5,3,4,2.25,0.012500000000000011,97.66666666666667,0.1541095890410959,0.6506849315068494,0.1952054794520548,0.0
2496,0,145.0,42,0,644,23.0,2,200.25,100.125,1.0,2,2,1.5,0.04999999999999999,150.0,0.10112359550561797,0.0,0.898876404494382,0.0
3029,0,265.0,18,1,660,293.0,1,75.0,75.0,0.0,1,1,1.0,0.0,293.0,0.0,1.0,0.0,0.0
3280,0,471.0,20,1,825,22.0,6,434.0,72.33333333333333,0.8333333333333334,3,5,1.6666666666666667,0.05833333333333335,66.0,0.11059907834101383,0.4055299539170507,0.4838709677419355,0.0
4744,0,505.2,45,1,89,24.0,1,150.0,150.0,1.0,1,1,2.0,0.0,24.0,0.0,1.0,0.0,0.0
3356,0,937.25,25,1,418,25.0,12,948.25,79.02083333333333,0.5833333333333334,3,8,2.0833333333333335,0.0625,29.0,0.10493013445821249,0.6504086475085684,0.24466121803321908,0.0
4762,0,1077.5,44,0,347,64.0,7,795.5,113.64285714285714,0.7142857142857143,4,7,1.8571428571428572,0.06428571428571428,46.0,0.2250157133878064,0.322438717787555,0.2262727844123193,0.2262727844123193
5262,0,2606.65,23,0,682,30.0,18,1948.85,108.26944444444445,0.5,3,10,1.6111111111111112,0.044444444444444446,21.235294117647058,0.5354952920953383,0.2867075454755369,0.17779716242912488,0.0
4034,0,789.1,33,1,89,60.0,1,55.0,55.0,1.0,1,1,1.0,0.0,60.0,0.0,1.0,0.0,0.0
4808,0,2228.0,18,1,195,3.0,12,1559.0,129.91666666666666,0.6666666666666666,3,8,2.0833333333333335,0.008333333333333331,16.09090909090909,0.0,0.6549069916613214,0.268120590121873,0.07697241821680564
5131,0,301.5,52,1,685,74.0,4,234.0,58.5,1.0,3,4,1.25,0.04999999999999999,65.66666666666667,0.23931623931623933,0.37606837606837606,0.38461538461538464,0.0
4234,0,382.0,30,1,153,71.0,1,90.0,90.0,0.0,1,1,3.0,0.0,71.0,0.0,0.0,1.0,0.0
3661,0,735.0,23,1,423,178.0,5,588.0,117.6,0.6,2,4,1.8,0.14,32.75,0.0,0.4336734693877551,0.5663265306122449,0.0
5998,0,988.6,37,0,489,137.0,9,925.0,102.77777777777777,0.5555555555555556,3,8,1.4444444444444444,0.022222222222222216,28.75,0.0,0.45297297297297295,0.15783783783783784,0.3891891891891892
5386,0,1895.8,33,1,130,4.0,17,1618.25,95.19117647058823,0.5882352941176471,4,12,1.8235294117647058,0.008823529411764707,7.875,0.12698903136103815,0.4663988876873165,0.25830372315773215,0.1483083577939132
4098,0,865.2,30,0,500,101.0,12,670.55,55.87916666666666,0.8333333333333334,3,9,1.4166666666666667,0.07083333333333335,19.90909090909091,0.1712027440161062,0.6647528148534785,0.16404444113041533,0.0
5626,0,1045.5,21,0,571,120.0,10,1258.65,125.86500000000001,0.6,3,7,2.1,0.1,29.666666666666668,0.0,0.42327096492273464,0.3622134826997179,0.21451555237754735
5358,0,4232.55,50,1,291,9.0,15,1113.4,74.22666666666667,0.6,3,8,1.6,0.043333333333333335,17.357142857142858,0.1293335728399497,0.2227411532243578,0.6479252739356924,0.0
4547,0,421.0,46,1,490,85.0,4,172.0,43.0,0.25,2,3,1.25,0.012500000000000011,88.66666666666667,0.0,0.6686046511627907,0.3313953488372093,0.0
5132,0,362.0,36,1,270,65.0,3,508.0,169.33333333333334,1.0,2,3,2.0,0.06666666666666665,80.0,0.5905511811023622,0.4094488188976378,0.0,0.0
5940,0,747.2,43,1,584,22.0,8,584.25,73.03125,0.625,2,7,2.0,0.018750000000000003,42.57142857142857,0.2233632862644416,0.7766367137355584,0.0,0.0
3410,0,310.0,18,1,399,87.0,8,633.0,79.125,0.5,3,7,1.375,0.04375,40.285714285714285,0.11058451816745656,0.7045813586097947,0.1848341232227488,0.0
3957,0,323.0,34,1,325,129.0,2,365.0,182.5,0.5,1,2,2.5,0.0,139.0,0.0,1.0,0.0,0.0
5252,0,1232.0,30,0,380,24.0,8,1028.0,128.5,0.625,4,8,2.125,0.0,43.857142857142854,0.2509727626459144,0.42315175097276264,0.24319066147859922,0.08268482490272373
2370,0,685.55,38,0,378,42.0,4,150.0,37.5,0.5,2,4,1.25,0.04999999999999999,97.66666666666667,0.46,0.54,0.0,0.0
4976,0,490.5,45,0,743,70.0,4,291.5,72.875,0.25,3,4,1.5,0.012500000000000011,34.666666666666664,0.0,0.3996569468267582,0.30874785591766724,0.2915951972555746
4628,1,0.0,29,0,759,185.0,3,189.1,63.03333333333333,0.6666666666666666,2,3,1.3333333333333333,0.16666666666666666,95.5,0.7461660497091486,0.25383395029085143,0.0,0.0
4262,0,475.0,33,1,720,158.0,3,128.0,42.666666666666664,0.3333333333333333,2,3,1.0,0.06666666666666665,117.0,0.1875,0.8125,0.0,0.0
5088,0,1541.9,33,0,526,79.0,9,899.75,99.97222222222223,0.6666666666666666,4,6,1.7777777777777777,0.0611111111111111,35.375,0.11753264795776605,0.21116976938038343,0.5768268963601,0.09447068630175048
4991,0,138.0,39,0,605,70.0,2,68.0,34.0,0.5,2,2,1.5,0.09999999999999998,298.0,0.7058823529411765,0.29411764705882354,0.0,0.0
3178,0,450.25,36,0,245,219.0,1,96.0,96.0,1.0,1,1,2.0,0.19999999999999996,219.0,0.0,1.0,0.0,0.0
2915,0,75.0,42,1,410,33.0,8,961.95,120.24375,1.0,3,7,2.0,0.04375000000000001,47.142857142857146,0.043349446436924996,0.9254639014501793,0.031186652112895678,0.0
2432,0,284.0,42,1,86,4.0,1,45.0,45.0,1.0,1,1,1.0,0.0,4.0,0.0,1.0,0.0,0.0
2115,0,669.5,37,1,269,153.0,1,55.0,55.0,1.0,1,1,1.0,0.0,153.0,0.0,1.0,0.0,0.0
5859,0,536.5,26,1,743,15.0,13,1360.05,104.61923076923077,0.7692307692307693,4,10,2.230769230769231,0.03461538461538462,26.333333333333332,0.4106466674019338,0.31156942759457373,0.1939634572258373,0.08382044777765524
4352,0,302.88,40,0,752,54.0,1,30.0,30.0,0.0,1,1,1.0,0.0,54.0,0.0,0.0,1.0,0.0
3461,0,1206.75,18,0,256,2.0,13,1200.2,92.32307692307693,0.8461538461538461,4,8,1.5384615384615385,0.06538461538461539,20.75,0.03599400099983336,0.44784202632894515,0.21621396433927678,0.2999500083319447
5744,0,1659.5,44,0,861,7.0,16,999.1,62.44375,0.75,4,12,1.4375,0.05625000000000001,25.0,0.08817936142528275,0.6831148033229907,0.14362926633970574,0.08507656891202081
4769,0,752.12,36,0,449,3.0,18,1105.25,61.40277777777778,0.7777777777777778,4,12,1.3333333333333333,0.05555555555555555,20.176470588235293,0.34290884415290657,0.46075548518434745,0.11942999321420493,0.07690567744854106
2143,0,1496.75,45,0,215,19.0,8,850.5,106.3125,0.375,4,6,1.625,0.012499999999999997,26.428571428571427,0.08465608465608465,0.3509700176366843,0.07054673721340388,0.49382716049382713
